County,CDSCode,School ,Street,City,State,Zip,Telephone,PublicDistrict
San Luis Obispo,40688097078454,Heartland Christian Academy,1480 Santa Ysabel,Los Osos,CA,93402,805-924-1930,San Luis Coastal Unified
San Luis Obispo,40687597077746,Highland Preparatory School,1285 Poplar Street,Arroyo Grande,CA,93420,805-474-4697,Lucia Mar Unified
San Luis Obispo,,Inspirations Preschool Center,925 Vine Street,Paso Robles,CA,93446,805-239-3325,Paso Robles Joint Unified
San Luis Obispo,40688096978415,Laureate School The,880 Laureate Lane,San Luis Obispo,CA,93405,805-544-2141,San Luis Coastal
San Luis Obispo,40688096930739,Mission College Preparatory Catholic High School,682 Palm Street,San Luis Obispo,CA,93401,805-543-2131,San Luis Coastal Unified
San Luis Obispo,40688096999403,Montessori Children's,4200 South Higuera Street,San Luis Obispo,CA,93401,805-544-6691,San Luis Coastal Unified
San Luis Obispo,40687006999411,North County Christian,6225 Atascadero Mall,Atascadero,CA,93422,805-466-4457,Atascadero Unified
San Luis Obispo,40688096978431,Old Mission School,761 Broad Street,San Luis Obispo,CA,93401,805-543-6019,San Luis Coastal Unified School District
San Luis Obispo,40754576978464,SAINT ROSE CATHOLIC SCHOOL,900 Tucker Avenue,Paso Robles,CA,93446,805-238-0304,PASO ROBLES SCHOOL DISTRICT
San Luis Obispo,40688097070428,San Luis Obispo Christian School,2075 Johnson Avenue,San Luis Obispo,CA,93401,805-543-1146,San Luis Coastal Unified
San Luis Obispo,40688096131916,San Luis Obispo Classical Academy,165 Grand Avenue,San Luis Obispo,CA,93405,805-548-8700,San Luis Coastal Unified
San Luis Obispo,40688417045321,Santa Lucia,1460 Plum Orchard Lane,Templeton,CA,93465,805-434-2217,Templeton Unified
San Luis Obispo,,School of Discovery and Learning,1938 9th,Los Osos,CA,93402,805-235-2947,San Luis Coastal Unified
San Luis Obispo,40688096135735,SLO Christian Academy,51 Foothill Boulevard,San Luis Obispo,CA,93405,805-543-6546,San Luis Coastal Unified
San Luis Obispo,40687596978456,St. Patrick Parochial Elementary,900 West Branch,Arroyo Grande,CA,93420,805-489-1210,Lucia Mar Unified
San Luis Obispo,40688416978449,Templeton Hills Seventh-day Adventist School,940 Templeton Hills Road,Templeton,CA,93465,805-434-1638,Templeton Unified
San Luis Obispo,40754576978472,Trinity Lutheran School,940 Creston Road,Paso Robles,CA,93446,805-238-0335,Paso Robles Joint Unified
San Luis Obispo,,Tyler's Learning Center,1540 A Via Alta Mesa,Nipomo,CA,93444,805-406-2531,Lucia Mar School District
San Luis Obispo,40687596978480,Valley View Adventist Academy,230 Vernon Street,Arroyo Grande,CA,93420,805-489-2687,Lucia Mar Unified
San Luis Obispo,40688096144190,Wishing Well School,880 Manzanita Drive,Los Osos,CA,93402,805-235-1521,San Luis Coastal Unified
San Mateo,41690706978498,All Souls Catholic Elementary,479 Miller Avenue,South San Francisco,CA,94080,650-583-3562,South San Francisco Unified
San Mateo,41689326978506,Alma Heights Christian Academy,1295 Seville Drive,Pacifica,CA,94044,650-359-0555,Pacifica
San Mateo,41690396999437,Alpha Beacon Christian,525 42nd Avenue,San Mateo,CA,94403,650-212-4222,San Mateo-Foster City
San Mateo,41690216204671,Arbor Bay School,1017 Cedar Street,San Carlos,CA,94070,650-631-9999,San Carlos Elementary
San Mateo,41688666978530,Belmont Oaks Academy,2200 Carlmont Drive,Belmont,CA,94002,650-593-6175,Belmont-Redwood Shores Elementary
San Mateo,41689087031446,Bridge School The,545 Eucalyptus Avenue,Hillsborough,CA,94010,650-696-7295,Hillsborough City Elementary
San Mateo,41689246939508,Bridgemont High School,444B East Market Street,Daly City,CA,94014,650-991-1211,Jefferson Union High
San Mateo,,Casa dei Bambini School,1215 OBrien Drive,Menlo Park,CA,94025,650-321-2773,Menlo Park City Elementary
San Mateo,,Centennial Montessori School,525 42nd Street,San Mateo,CA,94403,650-340-1230,San Mateo-Foster City School District
San Mateo,41688666940043,Charles Armstrong School,1405 Solana Drive,Belmont,CA,94002,650-592-7570,Belmont-Redwood Shores Elementary
San Mateo,,Compass High School,1060 Twin Dolphin Drive Suite 100,Redwood City,CA,94065,650-720-4248,Sequoia Union High
San Mateo,41689816144067,Creekside 21st Century Learning Lab,884 Portola Road Number B1,Portola Valley,CA,94028,650-851-4401,Portola Valley Elementary
San Mateo,41690476940050,Crystal Springs Uplands School,400 Uplands Drive,Hillsborough,CA,94010,650-342-4175,San Mateo Union High
San Mateo,41690476142491,Fusion Academy - San Mateo,2000 Alameda de las Pulgas,San Mateo,CA,94403,650-312-8305,San Mateo Union High School District
San Mateo,41689657044936,German-American International School,275 Elliott Drive,Menlo Park,CA,94025,650-324-8617,Menlo Park School District
San Mateo,41688666978613,Gloria Dei Lutheran School,2600 Ralston Avenue,Belmont,CA,94002,650-593-3361,Belmont-Redwood Shores Elementary
San Mateo,41689326978621,Good Shepherd Elementary,909 Oceana Boulevard,Pacifica,CA,94044,650-359-4544,Pacifica School District
San Mateo,41690396955942,Grace Lutheran,2825 Alameda de las Pulgas,San Mateo,CA,94403,650-345-9082,San Mateo-Foster City
San Mateo,41690136990865,Highlands Christian Schools,1900 Monterey Drive,San Bruno,CA,94066,650-873-4090,San Bruno Park Elementary
San Mateo,41689166978647,Hilldale School,79 Florence Street,Daly City,CA,94014,650-756-4737,Jefferson Elementary
San Mateo,41689166978654,Holy Angels Elementary,20 Reiner Street,Colma,CA,94014,650-755-0220,Jefferson Elementary
San Mateo,41690057103633,Holy Family School of St. Francis Center,151 Buckingham Avenue,Redwood City,CA,94063,650-365-7829,Redwood City Elementary
San Mateo,41688666978662,Immaculate Heart of Mary School,1000 Alameda De Las Pulgas,Belmont,CA,94002,650-593-4265,Belmont-Redwood Shores Elementary
San Mateo,41690476940175,Junipero Serra High School,451 West 20th Avenue,San Mateo,CA,94403,650-345-8207,San Mateo Union High
San Mateo,41690397057433,Kids' Connection,1998 Beach Park Boulevard,Foster City,CA,94404,650-578-6691,San Mateo-Foster City Elementary
San Mateo,41690626135248,Lydian Academy,815 El Camino Real,Menlo Park,CA,94025,650-321-0550,Sequoia Union High
San Mateo,41690626940118,Menlo,50 Valparaiso Avenue,Atherton,CA,94027,650-330-2000,Sequoia Union High
San Mateo,41690476940126,Mercy High,2750 Adeline Drive,Burlingame,CA,94010,650-343-3631,San Mateo Union High School
San Mateo,41690626940548,Mid-Peninsula Education Center,1340 Willow Road,Menlo Park,CA,94025,650-321-1991,Sequoia Union High
San Mateo,41690707063662,Mills Montessori,1400 Hillside Boulevard,South San Francisco,CA,94080,650-616-9000,SOUTH SAN FRANCISCO UNIFIED SCHOOL DISTRICT
San Mateo,41689656978696,Nativity Catholic School K-8,1250 Laurel Street,Menlo Park,CA,94025,650-325-7304,Menlo Park City Elementary
San Mateo,41688666978704,Notre Dame Elementary,1200 Notre Dame Avenue,Belmont,CA,94002,650-591-2209,Belmont-Redwood Shopres Elementary
San Mateo,41690626940142,Notre Dame High School,1540 Ralston Avenue,Belmont,CA,94002,650-595-1913,Sequoia Union High
San Mateo,41688826978720,Our Lady of Angels Elementary,1328 Cabrillo Avenue,Burlingame,CA,94010,650-343-9200,Burlingame Elementary
San Mateo,41689166978738,Our Lady of Mercy Elementary,7 Elmwood Drive,Daly City,CA,94015,650-756-3395,Jefferson School District
San Mateo,41690056978746,Our Lady of Mt. Carmel,301 Grand Street,Redwood City,CA,94062,650-366-6127,Redwood City Elementary
San Mateo,41689166966139,Our Lady of Perpetual Help,80 Wellington Avenue,Daly City,CA,94014,650-755-4438,Jefferson Elementary
San Mateo,41690396132781,Pacific Rim International School,454 Peninsula Avenue,San Mateo,CA,94401,650-685-1881,San Mateo - Foster City
San Mateo,41689656978753,Peninsula School Ltd,920 Peninsula Way,Menlo Park,CA,94025,650-325-1584,Menlo Park City Elementary
San Mateo,41689576904122,Phillips Brooks School,2245 Avy Avenue,Menlo Park,CA,94025,650-854-4545,Las Lomitas Elementary
San Mateo,41690056978787,Redeemer Lutheran School,468 Grand Street,Redwood City,CA,94062,650-366-3466,Redwood City Elementary
San Mateo,41690397016074,Ronald C. Wornick Jewish Day School,800 Foster City Boulevard Building 830,Foster City,CA,94404,650-378-2600,San Mateo-Foster City
San Mateo,41690626940159,Sacred Heart Schools Atherton,150 Valparaiso Avenue,Atherton,CA,94027,650-322-1866,Sequoia Union High
San Mateo,41688907093735,Sea Crest School,901 Arnold Way,Half Moon Bay,CA,94019,650-712-9892,Cabrillo Unified School District
San Mateo,,Seaport Academy,452 5th Avenue,Redwood City,CA,94063,650-299-9222,Sequoia Union High
San Mateo,41688666204606,Serendipity School,2820 Ponce Avenue,Belmont,CA,94002,650-596-9100,Belmont-Redwood Shores Elementary
San Mateo,41688826978811,St. Catherine of Siena Elementary,1300 Bayswater Aveune,Burlingame,CA,94010,650-344-7176,Burlingame Elementary
San Mateo,41690216978829,St. Charles Elementary,850 Tamarack Avenue,San Carlos,CA,94070,650-593-1629,San Carlos Elementary
San Mateo,41689736978837,St. Dunstan's Elementary,1150 Magnolia Avenue,Millbrae,CA,94030,650-697-8119,Millbrae Elementary
San Mateo,41690396978852,St. Gregory,2701 Hacienda Street,San Mateo,CA,94403,650-573-0111,San Mateo-Foster City Elementary
San Mateo,41690396978878,St. Matthew Catholic,910 South El Camino Real,San Mateo,CA,94402,650-343-1373,San Mateo-Foster City
San Mateo,41690396978886,St. Matthew's Episcopal Day School,16 Baldwin Avenue,San Mateo,CA,94401,650-342-5436,San Mateo Union High
San Mateo,41690056978894,St. Pius Elementary,1100 Woodside Road,Redwood City,CA,94061,650-368-8327,Redwood City Elementary
San Mateo,41689656978902,St. Raymond's,1211 Arbor Road,Menlo Park,CA,94025,650-322-2312,Menlo Park City Elementary
San Mateo,41690136978910,St. Robert,345 Oak Avenue,San Bruno,CA,94066,650-583-5065,San Bruno Park Elementary
San Mateo,41690396978928,St. Timothy,1515 Dolan Avenue,San Mateo,CA,94401,650-342-6567,San Mateo-Foster City
San Mateo,41690706978936,St. Veronica Catholic School,434 Alida Way,South San Francisco,CA,94080,650-589-3909,South San Francisco Unified
San Mateo,41689086978712,The Nueva School,6565 Skyline Boulevard,Hillsborough,CA,94010,650-350-4600,Hillsborough City Elementary
San Mateo,41688906140800,The Wilkinson School,750 Avenue Alhambra,El Granada,CA,94018,650-726-4582,San Mateo County Office of Education
San Mateo,41690057086762,West Bay Christian Academy,901 Madison Avenue,Redwood City,CA,94061,650-364-6000,Redwood City Elementary
San Mateo,41690626940209,West Bay High School,1561 Laurel Street Suite A,San Carlos,CA,94070,650-595-5022,Sequoia Union High
San Mateo,41690626143572,Wherry Academy,452 5th Avenue,Redwood City,CA,94063,650-367-6791,Sequoia Union High
San Mateo,41690056204002,Wings Learning Center,1201 Main Street,Redwood City,CA,94063,650-365-3250,Redwood City Elementary
San Mateo,41689576915185,Woodland School,360 La Cuesta Drive,Portola Valley,CA,94028,650-854-9065,Las Lomitas Elementary
San Mateo,41690626940217,Woodside Priory,302 Portola Road,Portola Valley,CA,94028,650-851-8221,San Mateo Union High
Santa Barbara,42767866940225,Anacapa The,814 Santa Barbara Street,Santa Barbara,CA,93101,805-965-0228,Santa Barbara Unified
Santa Barbara,42767866940241,Bishop Garcia Diego High School,4000 La Colina Road,Santa Barbara,CA,93110,805-967-1266,Santa Barbara Unified
Santa Barbara,42693286138457,Cachuma Elementary & Junior High School,4500 Highway 154,Santa Barbara,CA,93105,805-701-4036,Santa Ynez Valley Union High
Santa Barbara,42691466940256,Cate School,1960 Cate Mesa Road,Carpinteria,CA,93013,805-684-4127,Carpinteria Unified
Santa Barbara,42692296925291,Children's Montessori School,3910 Constellation Road Suite 101,Lompoc,CA,93436,805-733-2290,Lompoc Unified
Santa Barbara,42691957099849,Coastline Christian Academy,5950 Cathedral Oaks Road,Goleta,CA,93117,805-967-5834,Goleta Union Elementary
Santa Barbara,42692526979009,Crane Country Day School,1795 San Leandro Lane,Santa Barbara,CA,93108,805-969-7732,Montecito Union Elementary
Santa Barbara,42693286940282,Dunn School,2555 West Highway 154,Los Olivos,CA,93441,805-688-6471,Los Olivos Elementary
Santa Barbara,42767867079544,El Montecito School,3225 Calle Pinon,Santa Barbara,CA,93105,805-962-3091,Santa Barbara Unified
Santa Barbara,42767866143044,Eureka School of Santa Barbara,3324 State Street Suite M,Santa Barbara,CA,93105,805-687-9031,Santa Barbara Unified
Santa Barbara,42692606146229,First Baptist Christian School,2970 Santa Maria Way,Santa Maria,CA,93455,805-934-8585,Orcutt Union Elementary
Santa Barbara,,Fox Christian School,1410 Bluebird Street,Santa Maria,CA,93454,805-868-5611,Battles
Santa Barbara,42767866965727,Garden Street Academy,2300 Garden Street,Santa Barbara,CA,93105,805-687-3717,Santa Barbara Elementary & Santa Barbara High
Santa Barbara,42692296965628,La Purisima Concepcion Elementary,219 West Olive Avenue,Lompoc,CA,93436,805-736-6210,Lompoc Unified School District
Santa Barbara,42692866940290,Laguna Blanca School,4125 Paloma Drive,Santa Barbara,CA,93110,805-687-2461,Hope Elementary
Santa Barbara,,Lighthouse Baptist School,1310 West Betteravia,Santa Maria,CA,93455,805-347-9887,Santa Maria Bonita
Santa Barbara,42692296143945,Lompoc Valley Baptist School,700 East College Avenue,Lompoc,CA,93436,805-735-7807,Lompoc Unified
Santa Barbara,42692786965644,Marymount of Santa Barbara,2130 Mission Ridge Road,Santa Barbara,CA,93103,805-569-1811,Santa Barbara Unified
Santa Barbara,42692297079528,New Life Christian Academy,816 North C Street,Lompoc,CA,93436,805-736-9826,Santa Barbara County
Santa Barbara,42692296137541,Northgate Christian Academy,112 North Z Street,Lompoc,CA,93436,805-931-6775,Lompoc Unified
Santa Barbara,42767866993836,Notre Dame,33 East Micheltorena Street,Santa Barbara,CA,93101,805-965-1033,Santa Barbara Elementary
Santa Barbara,,Oceanside Christian Academy,4673 Sierra Madre Road,Santa Barbara,CA,93110,805-637-5703,Santa Barbara Unified
Santa Barbara,42692526965669,Our Lady of Mt. Carmel Elementary,530 Hot Springs Road,Santa Barbara,CA,93108,805-969-5965,Montecito Union Elementary
Santa Barbara,42692606905335,Pacific Christian,3435 Santa Maria Way,Santa Maria,CA,93455,805-934-1253,Orcutt Union Elementary
Santa Barbara,42767866137533,Providence - A Santa Barbara Christian School,630 East Canon Perdido Street,Santa Barbara,CA,93103,805-962-4400,Santa Barbara Unified
Santa Barbara,42767866902381,Santa Barbara Middle School,1321 Alameda Padre Serra,Santa Barbara,CA,93105,805-682-2989,Santa Barbara Unified
Santa Barbara,42691796915789,Santa Ynez Valley Christian Academy,891 Refugio Road,Santa Ynez,CA,93460,805-688-3830,Santa Ynez School District
Santa Barbara,42693106940324,St. Joseph High,4120 South Bradley Road,Santa Maria,CA,93455,805-937-2038,Santa Maria Joint Union High
Santa Barbara,42692606965693,St. Louis de Montfort Elementary,5095 Harp Road,Santa Maria,CA,93455,805-937-5571,Orcutt Union Elementary
Santa Barbara,42691206965701,St. Mary of the Assumption School,424 East Cypress Street,Santa Maria,CA,93454,805-925-6713,Santa Maria-Bonita Elementary
Santa Barbara,42691956965719,St. Raphael Elementary,160 St. Josephs Street,Santa Barbara,CA,93111,805-967-2115,Goleta Union Elementary
Santa Barbara,,Stone Family School,601 Coleman Drive,Lompoc,CA,93436,321-693-9817,Lompoc Unified
Santa Barbara,42691467102676,The Howard Carden School,5315 Foothill Road,Carpinteria,CA,93013,805-745-8448,Carpinteria Unified
Santa Barbara,42767866146328,The Knox School of Santa Barbara,1525 Santa Barbara Street,Santa Barbara,CA,93101,805-222-0107,Santa Barbara Unified School District
Santa Barbara,42692457063357,The Santa Ynez Valley Family School,5100A Figueroa Mountain Road,Los Olivos,CA,93441,805-688-5440,Los Olivos School District
Santa Barbara,42691206932289,Valley Christian Academy,2970 Santa Maria Way,Santa Maria,CA,93455,805-937-6317,Orcutt Union School District
Santa Clara,43696416979405,Achieve Inc.,3860 Middlefield Road,Palo Alto,CA,94303,650-494-1200,Palo Alto Unified
Santa Clara,43694276908222,Achievekids,1212 McGinness Avenue,San Jose,CA,95127,408-928-5777,Eastside Union High School District
Santa Clara,43696666916431,Achiever Christian,540 Sands Drive,San Jose,CA,95125,408-264-6789,San Jose Unified
Santa Clara,43694356140750,Alim Academy,3924 Picardy Place Court,San Jose,CA,95121,408-223-6056,Evergreen Elementary
Santa Clara,,Almaden Hills Academy,1045 Mazzone Drive,San Jose,CA,95120,408-823-2368,san Jose Unified School District
